IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
92.40.249.241,100,28,TRUE,2018/6/19 06:53,R_1GZxKcA7LwwuoLV,,,,,51.51420593,-0.093093872,anonymous,EN,2.447,15.862,16.545,3,Prime Minister 1,8.748,9.348,10.199,3,Prime Minister 1,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Male,Sexual Harassment,Labour Party,Oppose EU Integration,Gender,Female,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Male,Sexual Harassment,Labour Party,Support EU Integration,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Having an Extramarital Affair,Party Affiliation,Labour Party,Minister's Scandal,Misreporting Funds,Labour Party,Misreporting Funds
86.151.53.16,100,20,TRUE,2018/6/19 06:57,R_10UywM25OMwvSgE,,,,,51.88330078,0.899993896,anonymous,EN,9.822,9.822,10.71,1,Prime Minister 2,7.201,7.201,8.501,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,Labour Party,No Scandal,Female,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Misreporting Funds,Gender,Female,Party Affiliation,Labour Party,Liberal Democrats,No Scandal,Female,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,No Scandal,Support EU Integration,Scandal,No Scandal,EU Integration,Support EU Integration,No Scandal,Neutral
80.189.49.226,100,54,TRUE,2018/6/19 06:58,R_1FkuplcaqNdxwFg,,,,,51.26669312,1.083297729,anonymous,EN,0.917,16.467,16.534,5,Prime Minister 2,0.846,38.088,38.637,5,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Gender,Male,Misreporting Funds,Conservative Party,Plagiarism,Female,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Having an Extramarital Affair,Conservative Party,Having an Extranarital Affair,Male,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Neutral,Liberal Democrats,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Support EU Integration,Conservative Party
213.205.251.92,100,22,TRUE,2018/6/19 06:58,R_2rjAJTx6HNNTYIm,,,,,51.55000305,0.166702271,anonymous,EN,1.061,6.614,7.071,8,Prime Minister 1,0.566,11.965,12.641,8,Prime Minister 2,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Gender,Male,Misreporting Funds,Labour Party,Having an Extramarital Affair,Female,Scandal,No Scandal,Party Affiliation,Labour Party,Minister's Scandal,Having an Extramarital Affair,Gender,Male,Having an Extranarital Affair,Conservative Party,No Scandal,Male,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Neutral,Minister's Partisanship,Labour Party,EU Integration,Neutral,Conservative Party,Support EU Integration
155.245.57.90,100,32,TRUE,2018/6/19 06:59,R_0PWHl46KznumXqp,,,,,51.90859985,0.920898438,anonymous,EN,19.881,19.881,21.646,1,Prime Minister 1,8.604,8.604,9.894,1,Prime Minister 2,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Misreporting Funds,Female,Oppose EU Integration,Liberal Democrats,Scandal,Sexual Harassment,Gender,Female,EU Integration,Oppose EU Integration,Minister's Partisanship,Liberal Democrats,Plagiarism,Female,Neutral,Labour Party,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Conservative Party,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Plagiarism
82.17.246.114,100,105,TRUE,2018/6/19 07:01,R_qWtkJlQJkjfyIMh,,,,,51.88330078,0.899993896,anonymous,EN,2.028,30.368,30.895,5,Prime Minister 2,6.947,68.275,74.213,4,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Plagiarism,Conservative Party,Conservative Party,Female,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Male,Misreporting Funds,Labour Party,Labour Party,Female,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Support EU Integration,No Scandal,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Sexual Harassment
80.2.20.104,100,32,TRUE,2018/6/19 07:02,R_2q7YyQf9FGrscVT,,,,,51.6302948,5.04E-04,anonymous,EN,5.774,15.99,22.939,5,Prime Minister 2,4.555,9.413,11.114,4,Prime Minister 1,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Female,Plagiarism,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Gender,Male,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Support EU Integration,Male,Plagiarism,Party Affiliation,Conservative Party,Scandal,No Scandal,Conservative Party,Having an Extranarital Affair,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Conservative Party,No Scandal
31.75.198.168,100,21,TRUE,2018/6/19 07:04,R_3j2seuntEdirqh9,,,,,51.51420593,-0.093093872,anonymous,EN,1.571,8.266,9.473,3,Prime Minister 1,0.921,9.14,10.154,3,Prime Minister 1,Gender,Female,Scandal,No Scandal,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Female,Sexual Harassment,Support EU Integration,Conservative Party,Gender,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Female,Having an Extranarital Affair,Oppose EU Integration,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Conservative Party,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,Plagiarism,Conservative Party,Having an Extramarital Affair
155.245.59.41,100,29,TRUE,2018/6/19 07:05,R_1KkG7Y8qZ3fYHXQ,,,,,51.90859985,0.920898438,anonymous,EN,19.756,19.756,20.886,1,Prime Minister 2,7.362,7.362,8.586,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Support EU Integration,Labour Party,Female,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Gender,Female,Minister's Partisanship,Conservative Party,Oppose EU Integration,Conservative Party,Female,Liberal Democrats,Minister's Scandal,No Scandal,Scandal,Plagiarism,Misreporting Funds,Misreporting Funds,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Sexual Harassment,Plagiarism
92.40.248.50,100,47,TRUE,2018/6/19 07:12,R_3JgQmdKuUobwUN7,,,,,51.6000061,-0.066696167,anonymous,EN,4.827,36.8,37.431,5,Prime Minister 1,1.313,7.813,8.621,4,Prime Minister 2,Gender,Male,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,No Scandal,Female,Sexual Harassment,Oppose EU Integration,Misreporting Funds,Gender,Male,Minister's Scandal,Misreporting Funds,EU Integration,Neutral,Scandal,Misreporting Funds,Male,No Scandal,Neutral,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Liberal Democrats,Conservative Party,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Liberal Democrats,Conservative Party
5.151.221.253,100,35,TRUE,2018/6/19 07:15,R_e2GOgl7PFS1LTwJ,,,,,51.88330078,0.899993896,anonymous,EN,2.059,16.68,18.744,4,Prime Minister 2,0.926,15.485,15.943,6,Prime Minister 2,EU Integration,Neutral,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,Conservative Party,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,Oppose EU Integration,No Scandal,Labour Party,No Scandal,Party Affiliation,Labour Party,Gender,Female,Conservative Party,Male,Party Affiliation,Conservative Party,Gender,Male,Labour Party,Male
86.1.184.137,100,24,TRUE,2018/6/19 07:17,R_Zz9NIk2vW1isro5,,,,,51.88330078,0.899993896,anonymous,EN,2.652,12.018,12.885,5,Prime Minister 2,0.636,11.025,11.043,7,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Labour Party,Male,Sexual Harassment,Having an Extranarital Affair,Minister's Partisanship,Liberal Democrats,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Conservative Party,Female,Having an Extramarital Affair,Misreporting Funds,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Support EU Integration,Party Affiliation,Conservative Party,EU Integration,Neutral,Conservative Party,Oppose EU Integration
90.255.21.138,100,32,TRUE,2018/6/19 07:19,R_23dGKs7f8mIB8mJ,,,,,51.5,-0.116699219,anonymous,EN,13.479,13.479,14.908,1,Prime Minister 2,9.95,9.95,17.128,1,Prime Minister 1,Party Affiliation,Labour Party,Gender,Female,Minister's Partisanship,Labour Party,EU Integration,Neutral,Conservative Party,Female,Liberal Democrats,Support EU Integration,Party Affiliation,Labour Party,Gender,Male,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Labour Party,Female,Labour Party,Neutral,Scandal,Having an Extranarital Affair,Minister's Scandal,Sexual Harassment,Sexual Harassment,Misreporting Funds,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,No Scandal,Misreporting Funds
84.92.90.30,100,66,TRUE,2018/6/19 07:25,R_3HZgkQOUOM75vGt,,,,,51.65719604,0.760803223,anonymous,EN,21.484,26.997,27.472,4,Prime Minister 2,1.091,37.121,37.586,8,Prime Minister 1,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Conservative Party,Scandal,No Scandal,Neutral,Female,Conservative Party,Plagiarism,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extranarital Affair,Support EU Integration,Male,Conservative Party,Misreporting Funds,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,No Scandal,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Sexual Harassment,Liberal Democrats
81.147.69.209,100,46,TRUE,2018/6/19 07:26,R_29m1cLeFN1QlI9t,,,,,51.88330078,0.899993896,anonymous,EN,19.37,19.37,21.112,2,Prime Minister 1,20.919,21.103,22.845,2,Prime Minister 1,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Female,Minister's Scandal,No Scandal,Labour Party,Sexual Harassment,Female,No Scandal,Party Affiliation,Conservative Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,No Scandal,Labour Party,Sexual Harassment,Female,No Scandal,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Labour Party,Neutral,Minister's Partisanship,Liberal Democrats,EU Integration,Support EU Integration,Labour Party,Oppose EU Integration
86.14.185.252,100,43,TRUE,2018/6/19 07:28,R_6XQPw0JMx0gFlBv,,,,,51.88330078,0.899993896,anonymous,EN,1.106,32.368,33.858,9,Prime Minister 1,0.563,8.342,8.851,5,Prime Minister 1,Scandal,No Scandal,Gender,Male,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Misreporting Funds,Female,Plagiarism,Conservative Party,Scandal,No Scandal,Gender,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Misreporting Funds,Male,No Scandal,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Neutral,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Oppose EU Integration,Labour Party
147.147.162.56,100,31,TRUE,2018/6/19 07:29,R_2WOmISXWdQlul7t,,,,,51.88330078,0.899993896,anonymous,EN,18.156,18.156,20.283,1,Prime Minister 2,8.402,8.402,9.742,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Scandal,No Scandal,Gender,Male,Conservative Party,No Scandal,Having an Extramarital Affair,Female,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Female,Conservative Party,Plagiarism,No Scandal,Female,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Liberal Democrats,Oppose EU Integration,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Oppose EU Integration
82.132.218.185,100,15,TRUE,2018/6/19 07:34,R_1KxSqKhXk0bWX4g,,,,,51.51669312,-0.333297729,anonymous,EN,1.223,7.542,7.503,5,Prime Minister 2,0.665,3.854,6.198,4,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,No Scandal,Liberal Democrats,Conservative Party,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Having an Extramarital Affair,Labour Party,Labour Party,Neutral,Scandal,Misreporting Funds,Gender,Male,Plagiarism,Male,Scandal,Plagiarism,Gender,Male,No Scandal,Female
86.161.54.232,100,23,TRUE,2018/6/19 07:48,R_3j0awm2ERYywqAi,,,,,51.88330078,0.899993896,anonymous,EN,8.495,10.921,11.479,4,Prime Minister 2,10.235,10.247,11.066,2,Prime Minister 2,Gender,Male,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Female,Labour Party,Labour Party,Support EU Integration,Gender,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Male,Labour Party,Labour Party,Neutral,Minister's Scandal,Sexual Harassment,Scandal,Having an Extranarital Affair,Sexual Harassment,No Scandal,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Plagiarism,No Scandal
155.245.62.47,100,26,TRUE,2018/6/19 07:49,R_0TJXbKrnMGAtfiN,,,,,51.88330078,0.899993896,anonymous,EN,17.315,17.315,18.41,1,Prime Minister 1,3.077,3.077,4.1,1,Prime Minister 2,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Sexual Harassment,Neutral,Conservative Party,Male,Sexual Harassment,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Labour Party,Female,Misreporting Funds,Party Affiliation,Labour Party,Scandal,Plagiarism,Conservative Party,Having an Extranarital Affair,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Labour Party,Having an Extranarital Affair
155.245.69.102,100,20,TRUE,2018/6/19 07:58,R_12nFYgR49mHP6CK,,,,,51.93649292,1.278305054,anonymous,EN,8.997,8.997,10.416,1,Prime Minister 1,7.527,7.527,9.499,1,Prime Minister 1,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Having an Extramarital Affair,Neutral,Female,Labour Party,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Sexual Harassment,Neutral,Female,Conservative Party,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Labour Party,Sexual Harassment,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Liberal Democrats,Sexual Harassment
213.205.251.27,100,10,TRUE,2018/6/19 08:00,R_31ATNFdiOwTqX3X,,,,,51.55000305,0.166702271,anonymous,EN,1.587,3.401,4.63,3,Prime Minister 2,0.836,3.088,3.544,3,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Neutral,Plagiarism,Conservative Party,Having an Extranarital Affair,Support EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Labour Party,No Scandal,Neutral,Minister's Partisanship,Liberal Democrats,Gender,Male,Liberal Democrats,Female,Minister's Partisanship,Conservative Party,Gender,Female,Labour Party,Male
155.245.155.242,100,63,TRUE,2018/6/19 08:02,R_3qkh6pHjIYpsOxf,,,,,51.90859985,0.920898438,anonymous,EN,2.731,15.531,15.94,6,Prime Minister 2,12.288,37.645,39.331,5,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Scandal,Sexual Harassment,Conservative Party,Female,Having an Extramarital Affair,No Scandal,Minister's Partisanship,Liberal Democrats,Gender,Male,Minister's Scandal,Plagiarism,Scandal,No Scandal,Labour Party,Female,No Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Oppose EU Integration,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Labour Party,Oppose EU Integration
81.135.1.48,100,38,TRUE,2018/6/19 08:02,R_3qmj3y5mShZEZix,,,,,51.89660645,-0.634506226,anonymous,EN,8.705,9.802,13.106,2,Prime Minister 1,19.852,21.725,23.815,2,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Conservative Party,Oppose EU Integration,Plagiarism,Having an Extranarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,Minister's Scandal,Plagiarism,Scandal,Sexual Harassment,Labour Party,Neutral,Plagiarism,Misreporting Funds,Gender,Female,Minister's Partisanship,Conservative Party,Male,Conservative Party,Gender,Male,Minister's Partisanship,Liberal Democrats,Female,Labour Party
86.11.249.25,100,14,TRUE,2018/6/19 08:03,R_3L0GwhK65pI3MN6,,,,,51.88330078,0.899993896,anonymous,EN,1.399,7.455,7.522,7,Prime Minister 1,2.199,3.179,4.699,4,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,No Scandal,Labour Party,Labour Party,Plagiarism,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Having an Extranarital Affair,Conservative Party,Conservative Party,Sexual Harassment,EU Integration,Support EU Integration,Gender,Female,Support EU Integration,Female,EU Integration,Oppose EU Integration,Gender,Female,Support EU Integration,Female
