IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6,F-1-7,F-1-1-7,F-1-2-7,F-2-7,F-2-1-7,F-2-2-7
46.183.192.158,100,61,TRUE,2018/6/19 06:28,R_3Mc9gTON7Pc9Fzf,,,,,51.88330078,0.899993896,anonymous,EN,2.095,31.067,32.447,5,2.377,16.856,20.497,4,Minister 1,2.993,5.803,6.672,6,Minister 1,EU Integration,Neutral,Gender,Female,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Neutral,Support EU Integration,Male,No Scandal,Oppose EU Integration,EU Integration,Neutral,Gender,Female,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Male,Sexual Harassment,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Conservative Party,Liberal Democrats,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Conservative Party,Conservative Party,PM's Scandal,No Scandal,Sexual Harassment,PM's Scandal,Misreporting Funds,Having an Extramarital Affair
82.132.228.55,100,27,TRUE,2018/6/19 06:29,R_D336CmjUJaxj6bD,,,,,53.38330078,-2.600006104,anonymous,EN,2.229,12.754,16.052,4,0.817,5.221,6.075,6,Minister 1,1.868,6.042,6.627,5,Minister 1,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Neutral,PM's Scandal,Plagiarism,Liberal Democrats,Oppose EU Integration,Oppose EU Integration,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Neutral,PM's Position in EU Integration,Neutral,PM's Scandal,Misreporting Funds,Liberal Democrats,Oppose EU Integration,Support EU Integration,Plagiarism,Gender,Female,PM's Partisanship,Conservative Party,Female,Conservative Party,Gender,Male,PM's Partisanship,Conservative Party,Female,Conservative Party,Scandal,Plagiarism,Misreporting Funds,Scandal,No Scandal,Sexual Harassment
94.197.120.217,100,71,TRUE,2018/6/19 06:29,R_2obVwtkPtk2l6Y9,,,,,51.51420593,-0.093093872,anonymous,EN,1.55,13.656,14.565,4,1.562,29.521,30.139,10,Minister 1,1.533,9.25,10.239,3,Minister 2,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,Labour Party,Male,Neutral,Labour Party,PM's Partisanship,Labour Party,Gender,Male,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Labour Party,Male,Oppose EU Integration,Labour Party,PM's Scandal,Plagiarism,Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Sexual Harassment,PM's Scandal,Sexual Harassment,Scandal,Misreporting Funds,Misreporting Funds,No Scandal,PM's Position in EU Integration,Neutral,Neutral,PM's Position in EU Integration,Support EU Integration,Support EU Integration
155.245.29.160,100,19,TRUE,2018/6/19 06:30,R_2dTqCnlQHNTsVmS,,,,,51.90859985,0.920898438,anonymous,EN,0,0,2.534,0,3.897,3.897,5.796,1,Minister 1,7.138,8.835,9.202,2,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Neutral,Gender,Female,Conservative Party,Oppose EU Integration,Neutral,Female,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,Gender,Female,Conservative Party,Support EU Integration,Neutral,Female,PM's Scandal,No Scandal,Party Affiliation,Labour Party,Sexual Harassment,Conservative Party,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Sexual Harassment,Liberal Democrats,Scandal,No Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Plagiarism
86.14.185.108,100,55,TRUE,2018/6/19 06:31,R_2t98ooTBZsPPR6Q,,,,,51.88330078,0.899993896,anonymous,EN,17.455,17.455,20.697,1,17.151,19.905,21.376,2,Minister 1,3.867,12.135,14.033,2,Minister 1,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Plagiarism,Conservative Party,Neutral,Female,PM's Scandal,No Scandal,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,No Scandal,Liberal Democrats,Oppose EU Integration,Male,Scandal,No Scandal,EU Integration,Support EU Integration,Having an Extramarital Affair,Oppose EU Integration,Scandal,Plagiarism,EU Integration,Support EU Integration,Misreporting Funds,Oppose EU Integration,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Labour Party,Conservative Party
90.219.104.118,100,129,TRUE,2018/6/19 06:33,R_s80GHjFn5rJHDc5,,,,,52.08329773,1.166702271,anonymous,EN,2.054,23.876,24.596,2,57.414,58.327,58.898,3,Minister 1,37.433,44.075,44.836,6,Minister 1,PM's Partisanship,Labour Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Scandal,Plagiarism,Conservative Party,Support EU Integration,Conservative Party,Having an Extramarital Affair,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Labour Party,Neutral,Labour Party,Having an Extramarital Affair,Gender,Female,EU Integration,Neutral,Female,Oppose EU Integration,Gender,Male,EU Integration,Neutral,Female,Support EU Integration,Scandal,Misreporting Funds,Plagiarism,Scandal,Having an Extramarital Affair,Plagiarism
151.230.144.27,100,108,TRUE,2018/6/19 06:34,R_3pr6efekinQ7YP7,,,,,51.93649292,1.278305054,anonymous,EN,0.874,28.215,30.408,4,13.106,59.548,60.263,4,Minister 2,0.78,14.414,15.064,5,Minister 2,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Party Affiliation,Liberal Democrats,Labour Party,Neutral,Misreporting Funds,Labour Party,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Conservative Party,Support EU Integration,Sexual Harassment,Liberal Democrats,Gender,Male,PM's Position in EU Integration,Neutral,Female,Support EU Integration,Gender,Male,PM's Position in EU Integration,Support EU Integration,Female,Neutral,Scandal,Misreporting Funds,Sexual Harassment,Scandal,Sexual Harassment,Plagiarism
155.245.62.107,100,97,TRUE,2018/6/19 06:35,R_s5wN1DB2URW77mF,,,,,51.88330078,0.899993896,anonymous,EN,0,0,10.547,0,67.422,67.422,68.438,1,Minister 2,14.861,14.861,15.97,1,Minister 1,PM's Partisanship,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Having an Extramarital Affair,Labour Party,Female,Oppose EU Integration,Plagiarism,PM's Partisanship,Conservative Party,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,Conservative Party,Male,Support EU Integration,Having an Extramarital Affair,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Having an Extramarital Affair,Support EU Integration,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Neutral,Misreporting Funds,Oppose EU Integration,Party Affiliation,Labour Party,Labour Party,Party Affiliation,Liberal Democrats,Conservative Party
86.11.250.124,100,40,TRUE,2018/6/19 06:37,R_2TKScDDh1vUM2B2,,,,,51.88330078,0.899993896,anonymous,EN,0,0,7.524,0,19.826,19.826,21.824,1,Minister 2,6.8,6.8,8.605,1,Minister 1,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,Plagiarism,Party Affiliation,Liberal Democrats,Neutral,Conservative Party,No Scandal,Conservative Party,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Oppose EU Integration,Conservative Party,Sexual Harassment,Conservative Party,PM's Position in EU Integration,Neutral,Scandal,Sexual Harassment,Support EU Integration,Having an Extramarital Affair,PM's Position in EU Integration,Support EU Integration,Scandal,Misreporting Funds,Oppose EU Integration,Plagiarism,Gender,Female,Male,Gender,Male,Male
82.132.240.107,100,103,TRUE,2018/6/19 06:42,R_1OxHfhQ7hqmBp9H,,,,,52.58329773,-2.133300781,anonymous,EN,15.331,53.253,59.759,7,12.993,19.78,20.684,4,Minister 2,9.416,17.093,17.874,4,Minister 1,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Misreporting Funds,Labour Party,Labour Party,Having an Extramarital Affair,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,PM's Scandal,No Scandal,Sexual Harassment,Labour Party,Labour Party,No Scandal,Gender,Male,PM's Position in EU Integration,Oppose EU Integration,Female,Oppose EU Integration,Gender,Female,PM's Position in EU Integration,Neutral,Female,Oppose EU Integration,EU Integration,Neutral,Support EU Integration,EU Integration,Neutral,Support EU Integration
78.150.209.230,100,29,TRUE,2018/6/19 06:42,R_3gNqzRBJbPupCJM,,,,,51.88330078,0.899993896,anonymous,EN,0,0,2.789,0,11.759,11.759,13.124,1,Minister 1,11.192,11.192,12.145,1,Minister 2,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,Labour Party,Support EU Integration,No Scandal,Male,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Gender,Female,Conservative Party,Neutral,Sexual Harassment,Male,Party Affiliation,Liberal Democrats,PM's Scandal,Misreporting Funds,Labour Party,Misreporting Funds,Party Affiliation,Labour Party,PM's Scandal,Having an Extramarital Affair,Conservative Party,Plagiarism,EU Integration,Oppose EU Integration,Oppose EU Integration,EU Integration,Oppose EU Integration,Support EU Integration
165.225.80.131,100,173,TRUE,2018/6/19 06:44,R_1kM3D5wqBYPhU2Z,,,,,51.49639893,-0.122406006,anonymous,EN,12.216,42.263,43.285,2,4.097,57.234,59.276,3,Minister 2,60.017,75.448,76.378,3,Minister 1,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,Gender,Male,EU Integration,Neutral,Liberal Democrats,Support EU Integration,Male,Oppose EU Integration,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Support EU Integration,Labour Party,Neutral,Female,Neutral,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Labour Party,Sexual Harassment,Conservative Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Plagiarism,Labour Party,Scandal,Sexual Harassment,No Scandal,Scandal,Sexual Harassment,No Scandal
86.184.24.237,100,61,TRUE,2018/6/19 06:46,R_21d2p0Oi2ADRwpT,,,,,52.07060242,0.761901855,anonymous,EN,0,0,14.69,0,34.072,34.072,34.924,1,Minister 2,8.907,8.907,9.384,1,Minister 2,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Having an Extramarital Affair,Gender,Female,Labour Party,Labour Party,Sexual Harassment,Female,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Conservative Party,Liberal Democrats,Misreporting Funds,Male,PM's Scandal,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Plagiarism,Neutral,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Misreporting Funds,Oppose EU Integration,EU Integration,Oppose EU Integration,Oppose EU Integration,EU Integration,Neutral,Support EU Integration
86.151.53.41,100,124,TRUE,2018/6/19 06:48,R_2XniJr73Kt6HWB5,,,,,51.88330078,0.899993896,anonymous,EN,2.369,5.127,7.696,2,2.087,12.743,13.532,5,Minister 2,2.796,92.285,92.984,8,Minister 1,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,PM's Scandal,Having an Extramarital Affair,Female,No Scandal,Neutral,No Scandal,Gender,Female,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Scandal,Misreporting Funds,Male,Sexual Harassment,Neutral,No Scandal,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Neutral,Conservative Party,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Support EU Integration,Liberal Democrats,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party
2.122.222.204,100,90,TRUE,2018/6/19 06:52,R_9XP4dglWZUZovLP,,,,,51.88330078,0.899993896,anonymous,EN,6.379,48.142,52.046,13,0.693,17.644,19.682,4,Minister 2,12.045,15.567,16.437,4,Minister 1,PM's Partisanship,Labour Party,Gender,Male,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Conservative Party,Female,Conservative Party,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Gender,Female,Party Affiliation,Liberal Democrats,Scandal,Misreporting Funds,Conservative Party,Female,Liberal Democrats,Misreporting Funds,EU Integration,Support EU Integration,PM's Scandal,Sexual Harassment,Neutral,Plagiarism,EU Integration,Support EU Integration,PM's Scandal,No Scandal,Neutral,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,Neutral,PM's Position in EU Integration,Neutral,Neutral
81.106.114.114,100,43,TRUE,2018/6/19 06:53,R_33g0h8LGIzjedcy,,,,,51.75,-0.333297729,anonymous,EN,5.001,8.101,9.088,8,0.686,17.268,17.821,12,Minister 2,0.626,13.878,15.005,7,Minister 1,Gender,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Male,Conservative Party,Having an Extramarital Affair,Support EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,No Scandal,EU Integration,Support EU Integration,Male,Conservative Party,Misreporting Funds,Oppose EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Support EU Integration,Conservative Party,Oppose EU Integration,PM's Partisanship,Labour Party,PM's Position in EU Integration,Neutral,Conservative Party,Neutral,PM's Scandal,Misreporting Funds,Misreporting Funds,PM's Scandal,No Scandal,Plagiarism
146.198.242.96,100,25,TRUE,2018/6/19 06:53,R_2zBIYe2De9K87yx,,,,,51.88330078,0.899993896,anonymous,EN,3.005,3.54,5.785,2,0.987,5.517,6.367,4,Minister 2,2.23,2.548,3.515,3,Minister 2,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Sexual Harassment,Neutral,Conservative Party,Female,No Scandal,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Gender,Male,PM's Scandal,Misreporting Funds,Neutral,Labour Party,Male,Sexual Harassment,EU Integration,Neutral,Party Affiliation,Liberal Democrats,Neutral,Liberal Democrats,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Neutral,Labour Party,Scandal,Having an Extramarital Affair,Sexual Harassment,Scandal,No Scandal,No Scandal
92.40.249.241,100,96,TRUE,2018/6/19 06:55,R_3HjjtrQ8Z7DHBvN,,,,,51.51420593,-0.093093872,anonymous,EN,3.114,14.987,15.556,7,1.399,54.378,55.095,5,Minister 1,2.113,15.501,17.634,4,Minister 2,PM's Position in EU Integration,Support EU Integration,Gender,Female,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Support EU Integration,Male,Having an Extramarital Affair,Liberal Democrats,PM's Position in EU Integration,Neutral,Gender,Male,PM's Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Support EU Integration,Female,No Scandal,Labour Party,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Conservative Party,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Scandal,Plagiarism,Labour Party,Sexual Harassment,EU Integration,Neutral,Neutral,EU Integration,Support EU Integration,Support EU Integration
86.151.53.16,100,45,TRUE,2018/6/19 06:58,R_1JQN9ctrtQmdaZS,,,,,51.88330078,0.899993896,anonymous,EN,0,0,5.294,0,23.401,24.692,25.173,2,Minister 1,11.512,11.512,12.375,1,Minister 2,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Conservative Party,Gender,Male,Oppose EU Integration,Misreporting Funds,Conservative Party,Female,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Gender,Female,Neutral,Plagiarism,Conservative Party,Female,Party Affiliation,Conservative Party,Scandal,Having an Extramarital Affair,Liberal Democrats,Plagiarism,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Conservative Party,Plagiarism,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Support EU Integration
213.205.251.92,100,36,TRUE,2018/6/19 06:58,R_1kTtA6WrhEcYSjg,,,,,51.55000305,0.166702271,anonymous,EN,0.974,6.381,8.125,6,0.863,16.281,17.093,9,Minister 2,0.784,7.538,8.111,7,Minister 1,PM's Partisanship,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Having an Extramarital Affair,Conservative Party,Male,Oppose EU Integration,No Scandal,PM's Partisanship,Labour Party,Gender,Male,PM's Position in EU Integration,Neutral,Scandal,Plagiarism,Conservative Party,Male,Support EU Integration,Misreporting Funds,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Support EU Integration,No Scandal,EU Integration,Neutral,PM's Scandal,Plagiarism,Support EU Integration,Sexual Harassment,Party Affiliation,Liberal Democrats,Liberal Democrats,Party Affiliation,Labour Party,Liberal Democrats
80.189.49.226,100,84,TRUE,2018/6/19 06:59,R_3pgaLpMmADvRXMu,,,,,51.26669312,1.083297729,anonymous,EN,1.558,17.984,21.124,9,0.639,35.658,36.565,5,Minister 2,1.115,21.73,22.292,5,Minister 2,Gender,Male,Scandal,Plagiarism,PM's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Female,Plagiarism,Sexual Harassment,Neutral,Gender,Male,Scandal,Misreporting Funds,PM's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Female,Plagiarism,No Scandal,Neutral,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Neutral,Labour Party,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Neutral,Conservative Party,Party Affiliation,Liberal Democrats,Labour Party,Party Affiliation,Labour Party,Conservative Party
155.245.57.90,100,61,TRUE,2018/6/19 07:00,R_3fiTM6UoJPmUIUE,,,,,51.90859985,0.920898438,anonymous,EN,0,0,29.039,0,15.879,15.879,17.171,1,Minister 1,11.963,11.963,13.318,1,Minister 1,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Oppose EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,PM's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Oppose EU Integration,Sexual Harassment,Conservative Party,Oppose EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Conservative Party,Male,Conservative Party,Gender,Male,Party Affiliation,Liberal Democrats,Male,Liberal Democrats,Scandal,Having an Extramarital Affair,Having an Extramarital Affair,Scandal,No Scandal,Misreporting Funds
